VARIABLE: MWPC.ZT8.135:PROFILE_V
SINGLE COLUMN CONTINUOUS
DataType: VECTORNUMERIC
Unit: volts
Description: CHARM MWPC vertical profile

Timestamp (LOCAL_TIME)Array Values
2015-07-01 19:01:42.900,0.06,0.07,0.08,0.09,0.1,0.12,0.13,0.16,0.19,0.24,0.33,0.52,1.04,2.18,3.95,5.37,5.05,3.27,1.73,0.86,0.47,0.29,0.22,0.18,0.14,0.13,0.11,0.09,0.08,0.08,0.06,0.06
2015-07-01 19:01:50.100,0.06,0.07,0.08,0.09,0.1,0.12,0.13,0.16,0.19,0.24,0.34,0.53,1.07,2.24,3.97,5.32,5.02,3.3,1.79,0.89,0.48,0.29,0.22,0.17,0.14,0.13,0.1,0.09,0.08,0.08,0.06,0.06
2015-07-01 19:02:16.500,0.05,0.07,0.08,0.09,0.1,0.11,0.13,0.16,0.19,0.23,0.34,0.55,1.15,2.36,4.01,5.21,5,3.45,1.96,0.98,0.51,0.29,0.22,0.17,0.14,0.12,0.11,0.09,0.08,0.07,0.07,0.06
2015-07-01 19:02:41.700,0.06,0.07,0.08,0.08,0.11,0.11,0.13,0.16,0.19,0.24,0.34,0.55,1.17,2.41,4.11,5.32,5.05,3.47,1.95,0.97,0.5,0.29,0.22,0.17,0.14,0.13,0.1,0.09,0.08,0.07,0.06,0.06
2015-07-01 19:03:08.100,0.05,0.07,0.08,0.09,0.1,0.11,0.13,0.16,0.19,0.24,0.34,0.56,1.19,2.44,4.14,5.4,5.18,3.58,2.02,1,0.52,0.3,0.23,0.18,0.15,0.12,0.11,0.09,0.08,0.07,0.07,0.05
2015-07-01 19:03:26.100,0.06,0.07,0.08,0.09,0.1,0.11,0.13,0.16,0.19,0.23,0.33,0.54,1.13,2.35,4.06,5.32,5.06,3.45,1.93,0.98,0.5,0.3,0.22,0.17,0.15,0.13,0.1,0.09,0.08,0.07,0.06,0.06
2015-07-01 19:03:33.300,0.06,0.07,0.08,0.09,0.1,0.11,0.13,0.15,0.19,0.24,0.34,0.56,1.18,2.43,4.14,5.35,5.07,3.47,1.95,0.98,0.51,0.29,0.22,0.17,0.15,0.12,0.1,0.09,0.08,0.07,0.06,0.06
2015-07-01 19:03:59.700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01 19:04:17.700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01 19:04:51.300,0.06,0.07,0.08,0.09,0.1,0.11,0.13,0.16,0.19,0.24,0.34,0.56,1.16,2.4,4.1,5.37,5.16,3.55,2,1,0.51,0.3,0.22,0.17,0.15,0.12,0.11,0.09,0.08,0.08,0.06,0.06
