VARIABLE: MWPC.ZT8.135:PROFILE_H
SINGLE COLUMN CONTINUOUS
DataType: VECTORNUMERIC
Unit: volts
Description: CHARM MWPC horizontal profile

Timestamp (LOCAL_TIME)Array Values
2015-07-01 19:01:42.900,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.16,0.18,0.25,0.36,0.63,1.23,2.26,3.46,4.48,4.76,4.08,2.75,1.69,0.97,0.6,0.39,0.28,0.21,0.18,0.16,0.13,0.11,0.09,0.08,0.07
2015-07-01 19:01:50.100,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.16,0.2,0.27,0.42,0.78,1.54,2.71,3.85,4.59,4.51,3.64,2.39,1.47,0.88,0.58,0.37,0.27,0.2,0.18,0.15,0.13,0.11,0.09,0.07,0.07
2015-07-01 19:02:16.500,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.16,0.2,0.27,0.42,0.79,1.57,2.77,3.98,4.77,4.67,3.74,2.44,1.48,0.87,0.56,0.37,0.26,0.2,0.17,0.15,0.13,0.11,0.09,0.08,0.07
2015-07-01 19:02:41.700,0.06,0.06,0.07,0.08,0.1,0.11,0.13,0.16,0.2,0.26,0.4,0.74,1.47,2.61,3.81,4.67,4.71,3.89,2.61,1.66,1.01,0.65,0.42,0.3,0.22,0.19,0.16,0.13,0.12,0.09,0.08,0.07
2015-07-01 19:03:08.100,0.06,0.06,0.08,0.08,0.09,0.11,0.13,0.17,0.2,0.27,0.43,0.81,1.62,2.85,4.08,4.88,4.79,3.86,2.53,1.57,0.93,0.59,0.39,0.27,0.21,0.18,0.16,0.13,0.11,0.09,0.09,0.06
2015-07-01 19:03:26.100,0.05,0.06,0.06,0.08,0.09,0.1,0.12,0.14,0.18,0.23,0.32,0.57,1.1,2.06,3.23,4.34,4.82,4.32,3.09,2.03,1.25,0.8,0.5,0.34,0.25,0.21,0.18,0.15,0.12,0.1,0.08,0.08
2015-07-01 19:03:33.300,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.16,0.2,0.26,0.4,0.74,1.48,2.64,3.87,4.75,4.79,3.93,2.61,1.63,0.97,0.62,0.4,0.27,0.21,0.18,0.16,0.13,0.11,0.09,0.08,0.07
2015-07-01 19:03:59.700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01 19:04:17.700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01 19:04:51.300,0.06,0.07,0.07,0.09,0.1,0.11,0.13,0.16,0.21,0.27,0.42,0.82,1.62,2.84,4.04,4.8,4.69,3.77,2.5,1.56,0.94,0.61,0.4,0.28,0.21,0.18,0.16,0.13,0.11,0.09,0.08,0.07
2015-07-01 19:05:09.300,0.05,0.06,0.07,0.07,0.09,0.1,0.12,0.15,0.18,0.23,0.34,0.59,1.13,2.12,3.33,4.49,4.99,4.47,3.19,2.07,1.26,0.78,0.49,0.33,0.25,0.2,0.18,0.15,0.12,0.09,0.09,0.07
2015-07-01 19:05:16.500,0.06,0.07,0.07,0.08,0.1,0.11,0.13,0.16,0.2,0.26,0.4,0.75,1.47,2.63,3.85,4.71,4.76,3.95,2.66,1.7,1.04,0.67,0.44,0.31,0.23,0.2,0.17,0.15,0.12,0.09,0.09,0.07
2015-07-01 19:05:42.900,0.15,0.15,0.15,0.16,0.17,0.17,0.19,0.2,0.21,0.22,0.24,0.25,0.28,0.29,0.32,0.33,0.33,0.32,0.3,0.28,0.26,0.27,0.29,0.28,0.25,0.24,0.23,0.21,0.2,0.17,0.18,0.16
2015-07-01 19:06:00.900,0.15,0.15,0.15,0.16,0.17,0.17,0.18,0.2,0.2,0.21,0.22,0.24,0.27,0.29,0.31,0.32,0.34,0.33,0.31,0.29,0.28,0.29,0.31,0.31,0.28,0.26,0.25,0.22,0.21,0.18,0.18,0.17
